anio,funcion,sexo,decil,valor_millones
2005,Alimentos,Total,VI,52385.429
2005,Alimentos,Total,VII,49830.419
2005,Alimentos,Total,VIII,48291.068
2005,Alimentos,Total,IX,49759.631
2005,Alimentos,Total,X,45962.947
2006,Alimentos,Total,Total,520101.16
2006,Alimentos,Total,I,49549.277
2006,Alimentos,Total,II,53638.307
2006,Alimentos,Total,III,52513.36
2006,Alimentos,Total,IV,49968.678
2006,Alimentos,Total,V,52829.157
2006,Alimentos,Total,VI,54987.494
2006,Alimentos,Total,VII,52416.227
2006,Alimentos,Total,VIII,51158.659
2006,Alimentos,Total,IX,53561.403
2006,Alimentos,Total,X,49478.597
2007,Alimentos,Total,Total,577851.901
2007,Alimentos,Total,I,53579.398
2007,Alimentos,Total,II,57677.037
2007,Alimentos,Total,III,57391.327
2007,Alimentos,Total,IV,55104.108
2007,Alimentos,Total,V,57893.216
2007,Alimentos,Total,VI,61527.125
2007,Alimentos,Total,VII,58773.036
2007,Alimentos,Total,VIII,57764.045
2007,Alimentos,Total,IX,61409.689
2007,Alimentos,Total,X,56732.92
2008,Alimentos,Total,Total,614540.477
2008,Alimentos,Total,I,55452.051
2008,Alimentos,Total,II,59347.034
2008,Alimentos,Total,III,60044.98
2008,Alimentos,Total,IV,58173.647
2008,Alimentos,Total,V,60735.659
2008,Alimentos,Total,VI,65884.464
2008,Alimentos,Total,VII,63062.208
2008,Alimentos,Total,VIII,62392.528
2008,Alimentos,Total,IX,67283.859
2008,Alimentos,Total,X,62164.046
2009,Alimentos,Total,Total,606547.89
2009,Alimentos,Total,I,52893.22
2009,Alimentos,Total,II,56181.366
2009,Alimentos,Total,III,58074.11
2009,Alimentos,Total,IV,56901.404
2009,Alimentos,Total,V,58944.384
2009,Alimentos,Total,VI,65569.439
2009,Alimentos,Total,VII,62912.105
2009,Alimentos,Total,VIII,62735.876
2009,Alimentos,Total,IX,68782.395
2009,Alimentos,Total,X,63553.588
2010,Alimentos,Total,Total,636016.912
2010,Alimentos,Total,I,57152.398
2010,Alimentos,Total,II,59362.124
2010,Alimentos,Total,III,61046.228
2010,Alimentos,Total,IV,59811.666
2010,Alimentos,Total,V,60971.17
2010,Alimentos,Total,VI,67539.925
2010,Alimentos,Total,VII,65660.646
2010,Alimentos,Total,VIII,66044.565
2010,Alimentos,Total,IX,71750.314
2010,Alimentos,Total,X,66677.875
2011,Alimentos,Total,Total,682584.84
2011,Alimentos,Total,I,63112.007
2011,Alimentos,Total,II,64182.576
2011,Alimentos,Total,III,65674.148
2011,Alimentos,Total,IV,64344.065
2011,Alimentos,Total,V,64555.907
2011,Alimentos,Total,VI,71208.264
2011,Alimentos,Total,VII,70144.542
2011,Alimentos,Total,VIII,71154.115
2011,Alimentos,Total,IX,76610.917
2011,Alimentos,Total,X,71598.3
2012,Alimentos,Total,Total,718887.807
2012,Alimentos,Total,I,68285.003
2012,Alimentos,Total,II,68081.224
2012,Alimentos,Total,III,69328.921
2012,Alimentos,Total,IV,67922.849
2012,Alimentos,Total,V,67089.322
2012,Alimentos,Total,VI,73688.865
2012,Alimentos,Total,VII,73543.95
2012,Alimentos,Total,VIII,75218.696
2012,Alimentos,Total,IX,80283.458
2012,Alimentos,Total,X,75445.519
2013,Alimentos,Total,Total,763702.039
2013,Alimentos,Total,I,74435.967
2013,Alimentos,Total,II,72831.192
2013,Alimentos,Total,III,73819.623
2013,Alimentos,Total,IV,72320.427
2013,Alimentos,Total,V,70333.055
2013,Alimentos,Total,VI,76919.975
2013,Alimentos,Total,VII,77783.174
2013,Alimentos,Total,VIII,80199.984
2013,Alimentos,Total,IX,84869.001
2013,Alimentos,Total,X,80189.641
2014,Alimentos,Total,Total,784795.397
2014,Alimentos,Total,I,78450.835
2014,Alimentos,Total,II,75365.977
2014,Alimentos,Total,III,76033.142
2014,Alimentos,Total,IV,74486.878
2014,Alimentos,Total,V,71305.059
2014,Alimentos,Total,VI,77635.384
2014,Alimentos,Total,VII,79574.348
2014,Alimentos,Total,VIII,82717.375
2014,Alimentos,Total,IX,86779.551
2014,Alimentos,Total,X,82446.848
2015,Alimentos,Total,Total,842118.226
2015,Alimentos,Total,I,83109.272
2015,Alimentos,Total,II,79204.739
2015,Alimentos,Total,III,80772.597
2015,Alimentos,Total,IV,78875.177
2015,Alimentos,Total,V,77549.59
2015,Alimentos,Total,VI,83805.372
2015,Alimentos,Total,VII,85687.977
2015,Alimentos,Total,VIII,89227.514
2015,Alimentos,Total,IX,93468.2
2015,Alimentos,Total,X,90417.788
2016,Alimentos,Total,Total,912568.13
2016,Alimentos,Total,I,88971.437
2016,Alimentos,Total,II,84135.458
2016,Alimentos,Total,III,86701.42
2016,Alimentos,Total,IV,84402.863
2016,Alimentos,Total,V,85091.731
2016,Alimentos,Total,VI,91324.502
2016,Alimentos,Total,VII,93163.137
2016,Alimentos,Total,VIII,97168.656
2016,Alimentos,Total,IX,101643.834
2016,Alimentos,Total,X,99965.092
2017,Alimentos,Total,Total,1019900.651
2017,Alimentos,Total,I,98284.736
2017,Alimentos,Total,II,92241.58
2017,Alimentos,Total,III,96024.427
2017,Alimentos,Total,IV,93199.658
2017,Alimentos,Total,V,96212.935
2017,Alimentos,Total,VI,102602.079
2017,Alimentos,Total,VII,104444.312
2017,Alimentos,Total,VIII,109100.25
2017,Alimentos,Total,IX,113974.824
2017,Alimentos,Total,X,113815.849
2018,Alimentos,Total,Total,1116169.795
2018,Alimentos,Total,I,106370.852
2018,Alimentos,Total,II,99096.765
2018,Alimentos,Total,III,104183.477
2018,Alimentos,Total,IV,100827.345
2018,Alimentos,Total,V,106446.18
2018,Alimentos,Total,VI,112841.712
2018,Alimentos,Total,VII,114637.813
2018,Alimentos,Total,VIII,119918.748
2018,Alimentos,Total,IX,125122.081
2018,Alimentos,Total,X,126724.824
2019,Alimentos,Total,Total,1195426.888
2019,Alimentos,Total,I,112693.081
2019,Alimentos,Total,II,104219.829
2019,Alimentos,Total,III,110646.265
2019,Alimentos,Total,IV,106778.217
2019,Alimentos,Total,V,115194.95
2019,Alimentos,Total,VI,121427.935
2019,Alimentos,Total,VII,123124.177
2019,Alimentos,Total,VIII,128971.838
2019,Alimentos,Total,IX,134408.892
2019,Alimentos,Total,X,137961.706
2020,Alimentos,Total,Total,1371478.463
2020,Alimentos,Total,I,128944.524
2020,Alimentos,Total,II,119549.143
2020,Alimentos,Total,III,125681.246
2020,Alimentos,Total,IV,120703.985
2020,Alimentos,Total,V,132943.781
2020,Alimentos,Total,VI,139057.149
2020,Alimentos,Total,VII,142359.758
2020,Alimentos,Total,VIII,148260.686
2020,Alimentos,Total,IX,155030.092
2020,Alimentos,Total,X,158948.099
2021,Alimentos,Total,Total,1412719.985
2021,Alimentos,Total,I,132480.562
2021,Alimentos,Total,II,123125.053
2021,Alimentos,Total,III,128213.501
2021,Alimentos,Total,IV,122552.535
2021,Alimentos,Total,V,137717.453
2021,Alimentos,Total,VI,142987.727
2021,Alimentos,Total,VII,147732.315
2021,Alimentos,Total,VIII,153011.04
2021,Alimentos,Total,IX,160510.195
2021,Alimentos,Total,X,164389.605
2022,Alimentos,Total,Total,1553130.869
2022,Alimentos,Total,I,145277.298
2022,Alimentos,Total,II,135341.849
2022,Alimentos,Total,III,139603.2
2022,Alimentos,Total,IV,132799.983
2022,Alimentos,Total,V,152247.403
2022,Alimentos,Total,VI,156926.938
2022,Alimentos,Total,VII,163600.327
2022,Alimentos,Total,VIII,168535.825
2022,Alimentos,Total,IX,177351.41
2022,Alimentos,Total,X,181446.635
2023,Alimentos,Total,Total,1706072.379
2023,Alimentos,Total,I,159185.344
2023,Alimentos,Total,II,148647.192
2023,Alimentos,Total,III,151897.2
2023,Alimentos,Total,IV,143801.773
2023,Alimentos,Total,V,168143.819
2023,Alimentos,Total,VI,172087.549
2023,Alimentos,Total,VII,180982.611
2023,Alimentos,Total,VIII,185472.343
2023,Alimentos,Total,IX,195769.156
2023,Alimentos,Total,X,200085.391
2024,Alimentos,Total,Total,1840428.862
2024,Alimentos,Total,I,171242.913
2024,Alimentos,Total,II,160326.763
2024,Alimentos,Total,III,162111.369
2024,Alimentos,Total,IV,152629.859
2024,Alimentos,Total,V,182473.094
2024,Alimentos,Total,VI,185287.968
2024,Alimentos,Total,VII,196765.533
2024,Alimentos,Total,VIII,200487.981
2024,Alimentos,Total,IX,212333.239
2024,Alimentos,Total,X,216770.142
2003,Alimentos,Mujeres,Total,360111.491
2003,Alimentos,Mujeres,I,37960.044
2003,Alimentos,Mujeres,II,41455.675
2003,Alimentos,Mujeres,III,38939.667
2003,Alimentos,Mujeres,IV,35792.731
2003,Alimentos,Mujeres,V,38826.847
2003,Alimentos,Mujeres,VI,37914.291
2003,Alimentos,Mujeres,VII,35051.196
2003,Alimentos,Mujeres,VIII,32732.35
2003,Alimentos,Mujeres,IX,32945.704
2003,Alimentos,Mujeres,X,28492.985
2004,Alimentos,Mujeres,Total,391963.714
2004,Alimentos,Mujeres,I,40211.692
2004,Alimentos,Mujeres,II,43786.269
2004,Alimentos,Mujeres,III,41749.71
2004,Alimentos,Mujeres,IV,38700.131
2004,Alimentos,Mujeres,V,41632.595
2004,Alimentos,Mujeres,VI,41428.286
2004,Alimentos,Mujeres,VII,38556.952
2004,Alimentos,Mujeres,VIII,36340.247
2004,Alimentos,Mujeres,IX,37147.331
2004,Alimentos,Mujeres,X,32410.502
2005,Alimentos,Mujeres,Total,452287.652
2005,Alimentos,Mujeres,I,45152.827
2005,Alimentos,Mujeres,II,49017.819
2005,Alimentos,Mujeres,III,47459.676
2005,Alimentos,Mujeres,IV,44364.56
2005,Alimentos,Mujeres,V,47330.951
2005,Alimentos,Mujeres,VI,47985.149
2005,Alimentos,Mujeres,VII,44948.278
2005,Alimentos,Mujeres,VIII,42736.99
2005,Alimentos,Mujeres,IX,44316.727
2005,Alimentos,Mujeres,X,38974.675
2006,Alimentos,Mujeres,Total,467260.607
2006,Alimentos,Mujeres,I,45410.664
2006,Alimentos,Mujeres,II,49146.09
2006,Alimentos,Mujeres,III,48321.5
2006,Alimentos,Mujeres,IV,45544.125
2006,Alimentos,Mujeres,V,48194.872
2006,Alimentos,Mujeres,VI,49753.134
2006,Alimentos,Mujeres,VII,46889.75
2006,Alimentos,Mujeres,VIII,44948.894
2006,Alimentos,Mujeres,IX,47223.872
2006,Alimentos,Mujeres,X,41827.706
2007,Alimentos,Mujeres,Total,514504.359
2007,Alimentos,Mujeres,I,48605.307
2007,Alimentos,Mujeres,II,52427.631
2007,Alimentos,Mujeres,III,52406.228
2007,Alimentos,Mujeres,IV,49822.527
2007,Alimentos,Mujeres,V,52273.977
2007,Alimentos,Mujeres,VI,54986.191
2007,Alimentos,Mujeres,VII,52142.718
2007,Alimentos,Mujeres,VIII,50393.652
2007,Alimentos,Mujeres,IX,53624.65
2007,Alimentos,Mujeres,X,47821.478
2008,Alimentos,Mujeres,Total,542350.045
2008,Alimentos,Mujeres,I,49771.532
2008,Alimentos,Mujeres,II,53495.863
2008,Alimentos,Mujeres,III,54402.787
2008,Alimentos,Mujeres,IV,52176.715
2008,Alimentos,Mujeres,V,54270.906
2008,Alimentos,Mujeres,VI,58174.55
2008,Alimentos,Mujeres,VII,55501.587
2008,Alimentos,Mujeres,VIII,54064.673
2008,Alimentos,Mujeres,IX,58231.69
2008,Alimentos,Mujeres,X,52259.741
2009,Alimentos,Mujeres,Total,529503.028
2009,Alimentos,Mujeres,I,46817.17
2009,Alimentos,Mujeres,II,50083.666
2009,Alimentos,Mujeres,III,52096.013
2009,Alimentos,Mujeres,IV,50525.793
2009,Alimentos,Mujeres,V,51976.382
2009,Alimentos,Mujeres,VI,57054.08
2009,Alimentos,Mujeres,VII,54837.74
2009,Alimentos,Mujeres,VIII,53928.083
2009,Alimentos,Mujeres,IX,58919.213
2009,Alimentos,Mujeres,X,53264.887
2010,Alimentos,Mujeres,Total,553697.163
2010,Alimentos,Mujeres,I,50946.435
2010,Alimentos,Mujeres,II,52712.48
2010,Alimentos,Mujeres,III,54475.38
2010,Alimentos,Mujeres,IV,52961.701
2010,Alimentos,Mujeres,V,53677.616
2010,Alimentos,Mujeres,VI,58600.231
2010,Alimentos,Mujeres,VII,56921.787
2010,Alimentos,Mujeres,VIII,56587.259
2010,Alimentos,Mujeres,IX,61184.359
2010,Alimentos,Mujeres,X,55629.916
2011,Alimentos,Mujeres,Total,592628.465
2011,Alimentos,Mujeres,I,56625.327
2011,Alimentos,Mujeres,II,56777.405
2011,Alimentos,Mujeres,III,58304.56
2011,Alimentos,Mujeres,IV,56819.617
2011,Alimentos,Mujeres,V,56741.979
2011,Alimentos,Mujeres,VI,61602.867
2011,Alimentos,Mujeres,VII,60479.837
2011,Alimentos,Mujeres,VIII,60771.54
2011,Alimentos,Mujeres,IX,65036.435
2011,Alimentos,Mujeres,X,59468.896
2012,Alimentos,Mujeres,Total,622500.282
2012,Alimentos,Mujeres,I,61631.054
2012,Alimentos,Mujeres,II,60007.295
2012,Alimentos,Mujeres,III,61242.344
2012,Alimentos,Mujeres,IV,59821.244
2012,Alimentos,Mujeres,V,58873.778
2012,Alimentos,Mujeres,VI,63561.194
2012,Alimentos,Mujeres,VII,63072.561
2012,Alimentos,Mujeres,VIII,64045.677
2012,Alimentos,Mujeres,IX,67853.007
2012,Alimentos,Mujeres,X,62392.129
2013,Alimentos,Mujeres,Total,659588.499
2013,Alimentos,Mujeres,I,67552.555
2013,Alimentos,Mujeres,II,63967.259
2013,Alimentos,Mujeres,III,64889.983
2013,Alimentos,Mujeres,IV,63529.229
2013,Alimentos,Mujeres,V,61619.93
2013,Alimentos,Mujeres,VI,66149.056
2013,Alimentos,Mujeres,VII,66353.811
2013,Alimentos,Mujeres,VIII,68082.003
2013,Alimentos,Mujeres,IX,71412.978
2013,Alimentos,Mujeres,X,66031.694
2014,Alimentos,Mujeres,Total,676030.155
2014,Alimentos,Mujeres,I,71568.971
2014,Alimentos,Mujeres,II,65960.732
2014,Alimentos,Mujeres,III,66506.318
2014,Alimentos,Mujeres,IV,65262.007
2014,Alimentos,Mujeres,V,62366.339
2014,Alimentos,Mujeres,VI,66554.662
2014,Alimentos,Mujeres,VII,67513.669
2014,Alimentos,Mujeres,VIII,70007.747
2014,Alimentos,Mujeres,IX,72692.625
2014,Alimentos,Mujeres,X,67597.085
2015,Alimentos,Mujeres,Total,718967.967
2015,Alimentos,Mujeres,I,75312.938
2015,Alimentos,Mujeres,II,69119.547
2015,Alimentos,Mujeres,III,70077.065
2015,Alimentos,Mujeres,IV,68620.18
2015,Alimentos,Mujeres,V,67413.389
2015,Alimentos,Mujeres,VI,71277.507
2015,Alimentos,Mujeres,VII,71935.565
2015,Alimentos,Mujeres,VIII,74545.59
2015,Alimentos,Mujeres,IX,77473.136
2015,Alimentos,Mujeres,X,73193.049
2016,Alimentos,Mujeres,Total,772561.539
2016,Alimentos,Mujeres,I,80103.832
2016,Alimentos,Mujeres,II,73213.712
2016,Alimentos,Mujeres,III,74629.955
2016,Alimentos,Mujeres,IV,72927.365
2016,Alimentos,Mujeres,V,73553.403
2016,Alimentos,Mujeres,VI,77099.581
2016,Alimentos,Mujeres,VII,77435.175
2016,Alimentos,Mujeres,VIII,80196.159
2016,Alimentos,Mujeres,IX,83415.996
2016,Alimentos,Mujeres,X,79986.362
2017,Alimentos,Mujeres,Total,856509.249
2017,Alimentos,Mujeres,I,87931.841
2017,Alimentos,Mujeres,II,80042.813
2017,Alimentos,Mujeres,III,82025.278
2017,Alimentos,Mujeres,IV,79991.733
2017,Alimentos,Mujeres,V,82732.587
2017,Alimentos,Mujeres,VI,86019.037
2017,Alimentos,Mujeres,VII,85995.619
2017,Alimentos,Mujeres,VIII,89010.206
2017,Alimentos,Mujeres,IX,92658.756
2017,Alimentos,Mujeres,X,90101.378
2018,Alimentos,Mujeres,Total,930198.216
2018,Alimentos,Mujeres,I,94583.093
2018,Alimentos,Mujeres,II,85754.359
2018,Alimentos,Mujeres,III,88337.45
2018,Alimentos,Mujeres,IV,85976.725
2018,Alimentos,Mujeres,V,91088.212
2018,Alimentos,Mujeres,VI,93984.602
2018,Alimentos,Mujeres,VII,93546.681
2018,Alimentos,Mujeres,VIII,96772.22
2018,Alimentos,Mujeres,IX,100816.902
2018,Alimentos,Mujeres,X,99337.972
2019,Alimentos,Mujeres,Total,988852.42
2019,Alimentos,Mujeres,I,99595.313
2019,Alimentos,Mujeres,II,89938.076
2019,Alimentos,Mujeres,III,93131.944
2019,Alimentos,Mujeres,IV,90463.825
2019,Alimentos,Mujeres,V,98120.961
2019,Alimentos,Mujeres,VI,100499.282
2019,Alimentos,Mujeres,VII,99604.156
2019,Alimentos,Mujeres,VIII,102982.67
2019,Alimentos,Mujeres,IX,107368.034
2019,Alimentos,Mujeres,X,107148.158
2020,Alimentos,Mujeres,Total,1132567.435
2020,Alimentos,Mujeres,I,114479.746
2020,Alimentos,Mujeres,II,102662.705
2020,Alimentos,Mujeres,III,105682.724
2020,Alimentos,Mujeres,IV,101746.722
2020,Alimentos,Mujeres,V,112856.226
2020,Alimentos,Mujeres,VI,114850.995
2020,Alimentos,Mujeres,VII,115349.566
2020,Alimentos,Mujeres,VIII,118289.231
2020,Alimentos,Mujeres,IX,123327.725
2020,Alimentos,Mujeres,X,123321.795
2021,Alimentos,Mujeres,Total,1164730.151
2021,Alimentos,Mujeres,I,118136.969
2021,Alimentos,Mujeres,II,105234.562
2021,Alimentos,Mujeres,III,107707.781
2021,Alimentos,Mujeres,IV,102787.436
2021,Alimentos,Mujeres,V,116531.895
2021,Alimentos,Mujeres,VI,117860.354
2021,Alimentos,Mujeres,VII,119883.816
2021,Alimentos,Mujeres,VIII,121985.063
2021,Alimentos,Mujeres,IX,127182.29
2021,Alimentos,Mujeres,X,127419.985
2022,Alimentos,Mujeres,Total,1278437.003
2022,Alimentos,Mujeres,I,130111.699
2022,Alimentos,Mujeres,II,115134.604
2022,Alimentos,Mujeres,III,117161.616
2022,Alimentos,Mujeres,IV,110812.359
2022,Alimentos,Mujeres,V,128420.102
2022,Alimentos,Mujeres,VI,129092.329
2022,Alimentos,Mujeres,VII,132955.639
2022,Alimentos,Mujeres,VIII,134259.831
2022,Alimentos,Mujeres,IX,139981.449
2022,Alimentos,Mujeres,X,140507.375
2023,Alimentos,Mujeres,Total,1402120.978
2023,Alimentos,Mujeres,I,143174.393
2023,Alimentos,Mujeres,II,125871.814
2023,Alimentos,Mujeres,III,127355.461
2023,Alimentos,Mujeres,IV,119371.897
2023,Alimentos,Mujeres,V,141394.6
2023,Alimentos,Mujeres,VI,141286.719
2023,Alimentos,Mujeres,VII,147289.849
2023,Alimentos,Mujeres,VIII,147642.51
2023,Alimentos,Mujeres,IX,153935.966
2023,Alimentos,Mujeres,X,154797.77
2024,Alimentos,Mujeres,Total,1509885.134
2024,Alimentos,Mujeres,I,154750.623
2024,Alimentos,Mujeres,II,135062.173
2024,Alimentos,Mujeres,III,135768.922
2024,Alimentos,Mujeres,IV,125942.797
2024,Alimentos,Mujeres,V,152924.954
2024,Alimentos,Mujeres,VI,151790.54
2024,Alimentos,Mujeres,VII,160382.835
2024,Alimentos,Mujeres,VIII,159464.162
2024,Alimentos,Mujeres,IX,166263.36
2024,Alimentos,Mujeres,X,167534.769
2003,Alimentos,Hombres,Total,29769.178
2003,Alimentos,Hombres,I,2304.995
2003,Alimentos,Hombres,II,2819.412
2003,Alimentos,Hombres,III,2447.049
2003,Alimentos,Hombres,IV,2540.981
2003,Alimentos,Hombres,V,2476.25
2003,Alimentos,Hombres,VI,2385.216
2003,Alimentos,Hombres,VII,3103.018
2003,Alimentos,Hombres,VIII,3655.708
2003,Alimentos,Hombres,IX,3173.067
2003,Alimentos,Hombres,X,4863.482
2004,Alimentos,Hombres,Total,36491.531
2004,Alimentos,Hombres,I,2839.087
2004,Alimentos,Hombres,II,3308.704
2004,Alimentos,Hombres,III,2955.995
2004,Alimentos,Hombres,IV,3090.116
2004,Alimentos,Hombres,V,3104.163
2004,Alimentos,Hombres,VI,3211.699
2004,Alimentos,Hombres,VII,3809.078
2004,Alimentos,Hombres,VIII,4400.915
2004,Alimentos,Hombres,IX,4092.511
2004,Alimentos,Hombres,X,5679.264
2005,Alimentos,Hombres,Total,46720.313
2005,Alimentos,Hombres,I,3648.507
2005,Alimentos,Hombres,II,4088.54
2005,Alimentos,Hombres,III,3740.872
2005,Alimentos,Hombres,IV,3931.595
2005,Alimentos,Hombres,V,4043.124
2005,Alimentos,Hombres,VI,4400.28
2005,Alimentos,Hombres,VII,4882.141
2005,Alimentos,Hombres,VIII,5554.078
2005,Alimentos,Hombres,IX,5442.904
2005,Alimentos,Hombres,X,6988.272
2006,Alimentos,Hombres,Total,52840.553
2006,Alimentos,Hombres,I,4138.613
2006,Alimentos,Hombres,II,4492.217
2006,Alimentos,Hombres,III,4191.86
2006,Alimentos,Hombres,IV,4424.553
2006,Alimentos,Hombres,V,4634.285
2006,Alimentos,Hombres,VI,5234.36
2006,Alimentos,Hombres,VII,5526.477
2006,Alimentos,Hombres,VIII,6209.765
2006,Alimentos,Hombres,IX,6337.531
2006,Alimentos,Hombres,X,7650.891
2007,Alimentos,Hombres,Total,63347.542
2007,Alimentos,Hombres,I,4974.091
2007,Alimentos,Hombres,II,5249.406
2007,Alimentos,Hombres,III,4985.099
2007,Alimentos,Hombres,IV,5281.581
2007,Alimentos,Hombres,V,5619.239
2007,Alimentos,Hombres,VI,6540.934
2007,Alimentos,Hombres,VII,6630.318
2007,Alimentos,Hombres,VIII,7370.393
2007,Alimentos,Hombres,IX,7785.039
2007,Alimentos,Hombres,X,8911.442
2008,Alimentos,Hombres,Total,72190.432
2008,Alimentos,Hombres,I,5680.519
2008,Alimentos,Hombres,II,5851.171
2008,Alimentos,Hombres,III,5642.193
2008,Alimentos,Hombres,IV,5996.933
2008,Alimentos,Hombres,V,6464.753
2008,Alimentos,Hombres,VI,7709.914
2008,Alimentos,Hombres,VII,7560.621
2008,Alimentos,Hombres,VIII,8327.855
2008,Alimentos,Hombres,IX,9052.169
2008,Alimentos,Hombres,X,9904.305
2009,Alimentos,Hombres,Total,77044.862
2009,Alimentos,Hombres,I,6076.05
2009,Alimentos,Hombres,II,6097.7
2009,Alimentos,Hombres,III,5978.097
2009,Alimentos,Hombres,IV,6375.611
2009,Alimentos,Hombres,V,6968.002
2009,Alimentos,Hombres,VI,8515.359
2009,Alimentos,Hombres,VII,8074.366
2009,Alimentos,Hombres,VIII,8807.793
2009,Alimentos,Hombres,IX,9863.182
2009,Alimentos,Hombres,X,10288.701
2010,Alimentos,Hombres,Total,82319.749
2010,Alimentos,Hombres,I,6205.963
2010,Alimentos,Hombres,II,6649.645
2010,Alimentos,Hombres,III,6570.848
2010,Alimentos,Hombres,IV,6849.965
2010,Alimentos,Hombres,V,7293.554
2010,Alimentos,Hombres,VI,8939.694
2010,Alimentos,Hombres,VII,8738.859
2010,Alimentos,Hombres,VIII,9457.306
2010,Alimentos,Hombres,IX,10565.955
2010,Alimentos,Hombres,X,11047.959
2011,Alimentos,Hombres,Total,89956.375
2011,Alimentos,Hombres,I,6486.679
2011,Alimentos,Hombres,II,7405.171
2011,Alimentos,Hombres,III,7369.587
2011,Alimentos,Hombres,IV,7524.447
2011,Alimentos,Hombres,V,7813.928
2011,Alimentos,Hombres,VI,9605.397
2011,Alimentos,Hombres,VII,9664.704
2011,Alimentos,Hombres,VIII,10382.575
2011,Alimentos,Hombres,IX,11574.482
2011,Alimentos,Hombres,X,12129.404
2012,Alimentos,Hombres,Total,96387.525
2012,Alimentos,Hombres,I,6653.949
2012,Alimentos,Hombres,II,8073.929
2012,Alimentos,Hombres,III,8086.576
2012,Alimentos,Hombres,IV,8101.605
2012,Alimentos,Hombres,V,8215.544
2012,Alimentos,Hombres,VI,10127.672
2012,Alimentos,Hombres,VII,10471.389
2012,Alimentos,Hombres,VIII,11173.02
2012,Alimentos,Hombres,IX,12430.451
2012,Alimentos,Hombres,X,13053.39
2013,Alimentos,Hombres,Total,104113.54
2013,Alimentos,Hombres,I,6883.413
2013,Alimentos,Hombres,II,8863.933
2013,Alimentos,Hombres,III,8929.64
2013,Alimentos,Hombres,IV,8791.198
2013,Alimentos,Hombres,V,8713.125
2013,Alimentos,Hombres,VI,10770.918
